Elapsed
643.0
12924.0
600475.0
1.0
1.0
51.0
470.0
2.0
259209.0
931.0
42213.0
100.0
2536.0
3.0
94.0
383.0
330.0
85143.0
12393.0
601568.0
1.0
894.0
55625.0
523.0
963.0
552649.0
206351.0
47987.0
266.0
217876.0
85580.0
188.0
174084.0
1.0
315711.0
622221.0
16655.0
332342.0
14529.0
819023.0
327992.0
5360.0
809.0
134174.0
43.0
1015.0
88.0
4217.0
549808.0
479052.0
3.0
173287.0
188.0
38.0
7.0
635.0
360.0
194.0
371.0
270.0
64.0
442.0
77.0
49.0
428.0
104064.0
292.0
9.0
2.0
7252.0
25900.0
7.0
72178.0
218.0
14432.0
260555.0
339.0
318.0
30872.0
63686.0
30.0
56627.0
164390.0
15576.0
85.0
435.0
64756.0
495.0
954.0
2.0
8.0
532.0
1043.0
6155.0
47523.0
661.0
68933.0
6443.0
6.0
85273.0
26.0
10211.0
7195.0
44.0
3875.0
600307.0
113.0
540125.0
27.0
16086.0
601509.0
21079.0
186.0
2892.0
8.0
208.0
21.0
2.0
1.0
53065.0
338.0
5356.0
51.0
263.0
632922.0
949.0
82.0
61116.0
1181087.0
600382.0
532010.0
85335.0
475.0
2184.0
1.0
19154.0
84.0
1343.0
4477.0
3.0
18972.0
145.0
831.0
214714.0
77.0
462.0
179.0
190.0
10.0
4.0
404.0
555.0
6.0
12.0
3448.0
85676.0
1.0
89.0
363.0
410.0
3346.0
73514.0
332356.0
194.0
1.0
38992.0
87.0
85153.0
36002.0
456.0
594442.0
510.0
51680.0
298.0
600.0
554.0
1033.0
460.0
205.0
283.0
165.0
75.0
298.0
1123210.0
28471.0
1721.0
173103.0
19.0
300968.0
44.0
1.0
3.0
1.0
600371.0
1.0
305.0
17813.0
21.0
1.0
26374.0
2401.0
195.0
291.0
160.0
5884.0
3.0
25.0
1.0
435.0
480.0
24.0
1343.0
52287.0
313.0
479.0
604825.0
85132.0
38.0
338.0
1.0
5.0
4.0
299.0
399.0
348702.0
600185.0
655.0
265.0
24.0
13.0
1697.0
121899.0
1.0
9.0
106.0
24004.0
18.0
327362.0
7.0
86.0
52601.0
82664.0
6.0
255076.0
24120.0
8.0
2078.0
508.0
9.0
601398.0
17708.0
113144.0
1080.0
187.0
3282.0
85.0
291.0
7.0
1099010.0
7.0
1209614.0
467.0
639.0
261.0
79.0
57957.0
403746.0
61180.0
85718.0
1209616.0
76072.0
45439.0
316.0
404657.0
1193.0
336.0
3.0
74.0
504.0
6.0
24.0
497.0
2489.0
432.0
80271.0
268.0
448600.0
505821.0
3482.0
37146.0
3.0
360443.0
471.0
747.0
2985.0
85671.0
864029.0
4.0
3.0
790.0
185.0
16.0
654.0
31326.0
89.0
446.0
348470.0
2765.0
231.0
4791.0
340331.0
16079.0
253305.0
114.0
1209619.0
1327.0
29.0
223.0
537.0
225.0
266578.0
499.0
716.0
419.0
8.0
89.0
1177.0
523.0
7.0
218.0
1034389.0
239.0
5.0
220.0
18630.0
16483.0
8.0
244.0
165.0
8.0
11.0
432.0
2.0
709.0
213954.0
323893.0
108.0
204.0
338.0
6364.0
66858.0
1.0
601335.0
50649.0
600756.0
1606.0
117045.0
342.0
170.0
27691.0
354667.0
588.0
13.0
535.0
2565.0
1132920.0
337.0
8885.0
10.0
461115.0
162.0
691203.0
1302.0
142550.0
293.0
266.0
88573.0
397.0
327.0
601751.0
603497.0
3.0
635985.0
145940.0
463.0
48018.0
317144.0
99927.0
340.0
35859.0
2734.0
4773.0
9.0
575.0
2.0
75511.0
1323.0
33574.0
214.0
9.0
72808.0
20.0
413.0
193.0
4.0
277.0
17441.0
79751.0
2413.0
187.0
20507.0
7662.0
1.0
14010.0
600713.0
6119.0
356.0
62526.0
107.0
25.0
85936.0
22.0
7.0
85134.0
278.0
719.0
113.0
16841.0
7.0
2.0
2.0
11.0
1.0
1.0
7.0
211.0
88.0
111.0
26058.0
4775.0
1.0
28855.0
1.0
62358.0
3117.0
33.0
538.0
1.0
878.0
505818.0
319.0
695346.0
200.0
528.0
1.0
221686.0
70966.0
3.0
186.0
207.0
377.0
209.0
8.0
50332.0
1244.0
76.0
128.0
10927.0
13175.0
556.0
575.0
195.0
268.0
255.0
150.0
165491.0
358.0
3.0
4.0
621.0
261.0
8821.0
2448.0
439.0
195863.0
2.0
3251.0
1.0
269.0
24.0
430574.0
2284.0
1.0
906.0
42.0
1036814.0
2.0
4639.0
2396.0
78435.0
78984.0
310147.0
311.0
4536.0
455.0
375.0
180.0
285098.0
504.0
85318.0
704.0
3.0
554.0
4875.0
21.0
4.0
25092.0
181059.0
168.0
16647.0
57.0
68011.0
4.0
33.0
4145.0
228.0
222.0
43.0
2267.0
185.0
8.0
297.0
144192.0
23.0
202.0
34293.0
2.0
337.0
357408.0
13141.0
199.0
115251.0
660.0
24.0
3.0
4.0
417.0
226.0
1.0
43765.0
300.0
475.0
84192.0
287.0
78214.0
36262.0
21.0
24751.0
1516.0
1120437.0
21.0
377.0
441.0
2.0
54.0
255.0
187.0
865.0
2.0
6.0
946.0
497.0
290.0
6.0
8374.0
316.0
4746.0
23894.0
62218.0
195.0
823.0
87.0
3271.0
33004.0
16963.0
119.0
19429.0
1130.0
177.0
168983.0
601216.0
94.0
1185782.0
31346.0
29044.0
890.0
401697.0
114.0
85601.0
10.0
368.0
2.0
601321.0
7.0
328.0
196.0
177.0
9403.0
18065.0
52296.0
8906.0
117.0
155.0
95.0
80635.0
5029.0
90723.0
291.0
794.0
7.0
2413.0
728.0
8469.0
474.0
601352.0
1.0
1395.0
121376.0
4165.0
1963.0
85459.0
198.0
1.0
185.0
377.0
355598.0
254358.0
1135.0
7992.0
35916.0
29167.0
429.0
219.0
504.0
355621.0
176267.0
600728.0
275.0
3.0
28.0
860.0
605.0
93.0
